order_id,customer_id,product_id,quantity,order_date,discount,payment_method
5055,1411,2110,3,2023-08-20,0.2,Credit Card
5056,1333,2001,5,2023-01-07,0.05,Credit Card
5057,1068,2092,5,2024-07-03,0.05,Credit Card
5058,1117,2012,2,2023-02-21,0.05,Unknown
5059,1375,2003,2,2024-10-16,0.0,Cod
5060,1058,2041,1,2024-01-31,0.1,Credit Card
5061,1032,2108,3,2023-08-09,0.1,Cod
5062,1317,2073,1,2024-03-03,0.0,Credit Card
5063,1049,2060,1,2023-05-23,0.05,Credit Card
5064,1367,2094,3,2023-12-29,0.1,Cod
5065,1488,2104,2,2024-01-17,0.0,Credit Card
5066,1018,2007,3,2024-07-14,0.1,Credit Card
5067,1213,2066,4,2023-10-04,0.05,Credit Card
5068,1196,2111,4,2023-09-28,0.1,Credit Card
5069,1378,2062,4,2023-01-14,0.1,Cash
5070,1449,2109,5,2023-10-25,0.05,Credit Card
5071,1477,2008,2,2024-04-08,0.1,Cod
5072,1046,2093,2,2024-06-10,0.0,Cash
5073,1166,2116,5,2023-08-22,0.1,Credit Card
5074,1451,2010,1,2024-07-28,0.2,Credit Card
5075,1288,2098,4,2024-12-08,0.0,Cod
5076,1140,2100,4,2023-01-27,0.1,Credit Card
5077,1083,2041,1,2024-04-15,0.2,Cash
5078,1181,2012,3,2023-04-03,0.1,Credit Card
5079,1390,2035,3,2024-09-08,0.1,Credit Card
5080,1078,2119,2,2023-11-05,0.1,Credit Card
5081,1214,2012,5,2023-02-21,0.05,Credit Card
5082,1013,2011,2,2023-11-15,0.1,Cash
5083,1214,2036,3,2023-06-30,0.05,Cash
5084,1402,2073,1,2024-07-22,0.0,Credit Card
5085,1127,2119,2,2023-04-30,0.05,Credit Card
5086,1309,2072,4,2023-02-12,0.05,Credit Card
5087,1476,2051,4,2024-10-08,0.05,Cod
5088,1247,2070,1,2023-09-17,0.05,Credit Card
5089,1403,2001,3,2023-07-16,0.1,Credit Card
5090,1028,2117,4,2024-10-06,0.0,Credit Card
5091,1279,2055,4,2023-09-12,0.0,Credit Card
5092,1337,2059,5,2023-12-02,0.05,Credit Card
5093,1318,2022,2,2024-07-06,0.05,Credit Card
5094,1201,2102,3,2024-05-16,0.2,Credit Card
5095,1360,2039,2,2023-09-12,0.0,Cod
5096,1056,2063,3,2024-05-28,0.1,Cod
5097,1391,2102,4,2024-12-07,0.0,Credit Card
5098,1217,2084,5,2023-08-30,0.1,Credit Card
5099,1061,2022,2,2023-05-29,0.2,Unknown
5100,1156,2028,4,2024-12-10,0.05,Credit Card
5101,1201,2077,3,2023-10-26,0.2,Cash
5102,1016,2089,2,2024-09-11,0.1,Credit Card
5103,1321,2050,2,2024-03-28,0.0,Credit Card
5104,1005,2068,4,2024-01-28,0.05,Credit Card
5105,1057,2118,2,2023-07-31,0.1,Credit Card
5106,1324,2094,5,2024-10-29,0.1,Cod
5107,1411,2088,5,2024-06-21,0.2,Unknown
5108,1317,2030,4,2024-08-16,0.1,Credit Card
5109,1168,2049,3,2024-08-17,0.1,Credit Card
5110,1452,2019,4,2023-05-11,0.2,Credit Card
5111,1081,2107,5,2023-11-25,0.0,Credit Card
5112,1473,2054,1,2024-09-03,0.0,Cash
5113,1467,2080,1,2023-09-13,0.2,Cod
5114,1424,2108,2,2024-04-23,0.1,Credit Card
5115,1432,2001,2,2024-07-14,0.1,Credit Card
5116,1218,2024,1,2023-03-04,0.2,Cash
5117,1176,2012,5,2023-11-07,0.1,Cash
5118,1203,2102,2,2024-02-11,0.2,Cash
5119,1070,2091,4,2023-04-15,0.1,Credit Card
5120,1386,2105,4,2024-09-08,0.1,Credit Card
5121,1265,2118,5,2023-01-15,0.2,Credit Card
5122,1097,2069,2,2024-11-17,0.2,Credit Card
5123,1344,2066,4,2023-09-16,0.1,Credit Card
5124,1290,2057,2,2024-12-23,0.2,Credit Card
5125,1207,2098,2,2024-02-16,0.1,Credit Card
5126,1001,2081,4,2023-09-16,0.05,Credit Card
5127,1123,2074,1,2024-09-05,0.1,Credit Card
5128,1279,2117,4,2023-09-17,0.0,Credit Card
5129,1073,2083,5,2024-11-01,0.1,Credit Card
5130,1165,2063,3,2023-02-14,0.0,Cash
5131,1021,2068,4,2023-11-27,0.1,Credit Card
5132,1153,2082,2,2023-06-14,0.2,Cod
5133,1426,2085,2,2023-07-12,0.05,Credit Card
5134,1438,2058,4,2024-06-04,0.0,Credit Card
5135,1294,2059,3,2024-02-05,0.0,Credit Card
5136,1218,2082,4,2024-01-09,0.2,Credit Card
5137,1156,2110,3,2023-03-06,0.05,Cod
5138,1494,2061,3,2024-01-22,0.05,Credit Card
5139,1229,2015,5,2024-05-09,0.05,Credit Card
5140,1019,2087,2,2024-11-23,0.2,Cash
5141,1474,2104,2,2024-02-19,0.0,Cod
5142,1040,2067,3,2023-01-30,0.0,Unknown
5143,1437,2014,2,2023-09-23,0.1,Credit Card
5144,1147,2088,1,2023-11-24,0.2,Credit Card
5145,1107,2107,3,2024-05-06,0.2,Cash
5146,1402,2054,2,2023-08-05,0.2,Cod
5147,1083,2034,1,2023-11-16,0.1,Cod
5148,1482,2054,5,2024-02-03,0.2,Credit Card
5149,1366,2013,2,2023-04-15,0.05,Credit Card
5150,1321,2048,1,2024-11-26,0.05,Credit Card
5151,1413,2082,4,2023-11-26,0.05,Cod
5152,1308,2101,4,2024-10-21,0.1,Credit Card
5153,1289,2099,1,2024-09-08,0.05,Cod
5154,1405,2006,3,2023-02-16,0.2,Credit Card
5155,1322,2029,3,2024-08-21,0.1,Credit Card
5156,1133,2082,2,2024-10-02,0.0,Cod
5157,1206,2048,4,2023-11-10,0.0,Credit Card
5158,1282,2088,3,2023-05-27,0.1,Credit Card
5159,1265,2015,3,2024-04-06,0.2,Credit Card
5160,1072,2110,4,2024-08-06,0.1,Cash
5161,1480,2117,5,2024-04-30,0.2,Credit Card
5162,1351,2103,3,2024-10-13,0.1,Cash
5163,1047,2050,1,2024-02-14,0.2,Credit Card
5164,1325,2071,2,2023-01-27,0.05,Credit Card
5165,1232,2081,3,2023-01-29,0.1,Credit Card
5166,1442,2091,3,2023-09-28,0.2,Credit Card
5167,1099,2079,5,2024-11-16,0.05,Credit Card
5168,1058,2115,1,2024-05-15,0.2,Cod
5169,1257,2082,2,2023-09-10,0.05,Cod
5170,1412,2041,3,2024-01-20,0.1,Credit Card
5171,1451,2016,2,2023-03-01,0.0,Cod
5172,1064,2062,4,2023-04-17,0.0,Credit Card
5173,1082,2044,3,2023-08-08,0.1,Credit Card
5174,1153,2076,3,2024-03-16,0.05,Credit Card
5175,1472,2006,4,2024-10-19,0.2,Cash
5176,1265,2026,5,2024-07-17,0.05,Cod
5177,1308,2009,3,2024-07-25,0.0,Cod
5178,1078,2033,2,2024-06-29,0.1,Credit Card
5179,1314,2035,1,2023-04-06,0.1,Cod
5180,1149,2024,2,2023-03-30,0.05,Credit Card
5181,1434,2005,5,2023-08-19,0.05,Credit Card
5182,1047,2023,1,2023-10-02,0.1,Credit Card
5183,1404,2017,2,2023-09-03,0.0,Credit Card
5184,1378,2086,2,2023-04-21,0.1,Credit Card
5185,1247,2005,4,2023-08-22,0.2,Credit Card
5186,1277,2028,5,2023-10-05,0.05,Credit Card
5187,1355,2024,4,2024-04-21,0.1,Credit Card
5188,1097,2054,1,2024-02-21,0.1,Credit Card
5189,1413,2080,4,2024-11-08,0.1,Credit Card
5190,1024,2045,5,2023-05-08,0.0,Cod
5191,1492,2023,3,2023-08-25,0.05,Cash
5192,1283,2074,3,2024-09-10,0.1,Credit Card
5193,1448,2025,1,2023-05-08,0.05,Credit Card
5194,1368,2114,3,2024-12-07,0.0,Cash
5195,1300,2097,4,2024-01-29,0.05,Cash
5196,1067,2027,1,2024-04-19,0.2,Credit Card
5197,1006,2002,5,2024-10-16,0.05,Cash
5198,1304,2074,1,2024-01-30,0.05,Cod
5199,1136,2037,1,2023-04-21,0.1,Cod
5200,1163,2060,2,2023-03-31,0.0,Cod
5201,1082,2077,2,2023-10-07,0.2,Cod
5202,1384,2050,1,2023-11-29,0.1,Cod
5203,1137,2089,3,2023-08-12,0.1,Credit Card
5204,1419,2047,2,2023-04-11,0.1,Credit Card
5205,1072,2020,5,2023-05-12,0.2,Cash
5206,1236,2053,4,2023-01-13,0.05,Credit Card
5207,1045,2055,2,2024-04-01,0.05,Cash
5208,1105,2102,1,2024-03-16,0.05,Credit Card
5209,1415,2093,3,2023-04-08,0.0,Credit Card
5210,1287,2058,4,2023-04-30,0.05,Credit Card
5211,1261,2071,2,2023-10-20,0.0,Credit Card
5212,1175,2050,3,2024-12-11,0.2,Credit Card
5213,1165,2019,3,2023-01-01,0.05,Credit Card
5214,1144,2111,3,2024-07-25,0.05,Cash
5215,1329,2095,1,2023-09-07,0.1,Credit Card
5216,1369,2085,5,2024-10-13,0.2,Credit Card
5217,1282,2058,3,2023-05-29,0.05,Cash
5218,1053,2070,4,2024-01-30,0.0,Credit Card
5219,1177,2008,2,2023-02-13,0.2,Cash
5220,1418,2108,4,2024-11-28,0.1,Cash
5221,1243,2000,1,2024-09-11,0.2,Cod
5222,1340,2028,1,2023-02-13,0.0,Credit Card
5223,1126,2062,4,2023-03-19,0.1,Cash
5224,1408,2071,5,2023-08-14,0.0,Cash
5225,1411,2055,1,2023-06-11,0.2,Cod
5226,1366,2117,1,2023-09-10,0.1,Credit Card
5227,1270,2067,4,2023-05-12,0.0,Unknown
5228,1131,2034,1,2024-03-23,0.2,Cod
5229,1092,2002,5,2024-04-18,0.1,Credit Card
5230,1378,2117,5,2024-10-17,0.05,Cod
5231,1072,2108,5,2023-04-19,0.2,Credit Card
5232,1410,2103,2,2024-12-06,0.1,Credit Card
5233,1409,2006,5,2023-02-04,0.1,Credit Card
5234,1402,2026,5,2024-04-11,0.05,Credit Card
5235,1247,2000,2,2023-10-02,0.0,Credit Card
5236,1347,2090,3,2023-07-06,0.1,Credit Card
5237,1272,2079,1,2023-08-31,0.1,Cash
5238,1042,2101,5,2023-09-21,0.0,Credit Card
5239,1376,2070,1,2024-06-05,0.2,Credit Card
5240,1040,2043,4,2024-11-08,0.2,Credit Card
5241,1169,2086,1,2024-06-24,0.1,Credit Card
5242,1433,2040,2,2023-03-28,0.2,Credit Card
5243,1211,2074,1,2024-06-18,0.1,Credit Card
5244,1492,2041,1,2023-07-29,0.1,Credit Card
5245,1167,2116,1,2023-02-15,0.0,Cod
5246,1038,2032,3,2024-04-11,0.0,Cash
5247,1368,2049,3,2024-06-23,0.05,Credit Card
5248,1244,2062,4,2023-01-26,0.1,Credit Card
5249,1150,2099,2,2023-09-23,0.2,Credit Card
5250,1110,2036,1,2023-06-24,0.0,Credit Card
5251,1479,2104,1,2024-05-30,0.05,Cod
5252,1435,2058,1,2023-11-07,0.2,Credit Card
5253,1046,2080,1,2023-11-18,0.2,Cod
5254,1062,2098,3,2024-08-01,0.2,Credit Card
5255,1224,2047,4,2023-05-15,0.0,Cash
5256,1365,2004,5,2023-02-24,0.2,Cod
5257,1068,2047,2,2024-06-26,0.1,Credit Card
5258,1298,2095,1,2024-08-08,0.05,Credit Card
5259,1431,2002,4,2024-06-14,0.2,Cash
5260,1289,2115,5,2023-06-05,0.2,Credit Card
5261,1295,2046,4,2024-10-29,0.1,Credit Card
5262,1202,2061,3,2023-05-27,0.2,Credit Card
5263,1060,2098,5,2024-04-29,0.0,Cash
5264,1433,2115,4,2024-08-21,0.1,Credit Card
5265,1450,2013,3,2023-01-20,0.0,Credit Card
5266,1317,2062,4,2023-09-26,0.2,Cash
5267,1313,2111,4,2023-11-29,0.05,Credit Card
5268,1160,2060,5,2024-07-08,0.1,Credit Card
5269,1330,2030,3,2024-02-05,0.2,Cash
5270,1015,2094,1,2023-11-02,0.05,Cod
5271,1337,2016,2,2023-01-28,0.05,Credit Card
5272,1093,2023,5,2024-04-11,0.2,Credit Card
5273,1303,2115,3,2023-09-17,0.0,Cod
5274,1137,2022,4,2024-06-17,0.1,Credit Card
5275,1337,2081,3,2023-04-11,0.0,Credit Card
5276,1037,2049,2,2024-07-04,0.0,Cash
5277,1126,2117,2,2023-12-19,0.05,Credit Card
5278,1274,2077,1,2023-10-27,0.05,Unknown
5279,1163,2113,1,2024-11-12,0.0,Credit Card
5280,1442,2078,2,2023-10-23,0.0,Credit Card
5281,1318,2078,5,2023-12-19,0.05,Credit Card
5282,1076,2069,5,2023-05-10,0.1,Cod
5283,1173,2026,4,2023-06-05,0.0,Credit Card
5284,1386,2014,1,2023-03-15,0.0,Cash
5285,1457,2049,4,2023-12-08,0.0,Credit Card
5286,1357,2035,1,2024-04-09,0.05,Credit Card
5287,1320,2118,2,2023-03-31,0.1,Credit Card
5288,1375,2007,5,2024-08-01,0.0,Cash
5289,1090,2078,5,2024-03-30,0.0,Credit Card
5290,1237,2002,2,2024-12-12,0.0,Cod
5291,1263,2061,4,2023-11-28,0.2,Cod
5292,1178,2046,4,2023-12-14,0.2,Cod
5293,1493,2076,3,2023-08-21,0.0,Credit Card
5294,1489,2104,1,2024-08-20,0.0,Cod
5295,1208,2097,4,2023-04-12,0.1,Credit Card
5296,1072,2087,2,2024-04-25,0.2,Credit Card
5297,1389,2103,4,2023-08-02,0.1,Credit Card
5298,1106,2095,5,2023-04-18,0.0,Credit Card
5299,1344,2060,1,2023-06-14,0.0,Credit Card
5300,1294,2031,3,2024-08-25,0.0,Cash
5301,1368,2093,1,2024-12-04,0.0,Credit Card
5302,1443,2115,5,2023-12-01,0.1,Credit Card
5303,1283,2112,5,2023-03-27,0.05,Credit Card
5304,1352,2012,5,2024-02-28,0.1,Cash
5305,1181,2000,5,2024-09-04,0.1,Credit Card
5306,1036,2033,2,2023-12-30,0.1,Cod
5307,1136,2061,3,2023-03-01,0.0,Credit Card
5308,1337,2078,5,2024-04-26,0.2,Credit Card
5309,1055,2107,5,2023-09-07,0.05,Credit Card
5310,1186,2077,4,2024-07-13,0.1,Cod
5311,1340,2092,3,2023-04-27,0.0,Cash
5312,1257,2097,1,2024-06-28,0.1,Credit Card
5313,1444,2081,3,2023-02-13,0.2,Credit Card
5314,1057,2117,3,2024-05-23,0.1,Credit Card
5315,1362,2070,3,2023-06-14,0.05,Credit Card
5316,1122,2092,5,2024-01-03,0.2,Credit Card
5317,1187,2118,5,2023-10-19,0.05,Cod
5318,1229,2030,2,2023-10-13,0.1,Credit Card
5319,1167,2063,1,2023-07-23,0.1,Credit Card
5320,1419,2024,4,2024-11-14,0.0,Cod
5321,1113,2037,3,2024-06-07,0.2,Credit Card
5322,1251,2013,1,2023-05-01,0.2,Credit Card
5323,1106,2007,1,2024-10-25,0.0,Cod
5324,1036,2090,2,2024-10-25,0.2,Cod
5325,1334,2053,4,2023-07-07,0.05,Cod
5326,1091,2001,3,2023-01-13,0.05,Credit Card
5327,1017,2080,4,2024-08-25,0.1,Credit Card
5328,1353,2100,2,2023-07-19,0.05,Cash
5329,1062,2077,5,2024-08-08,0.2,Cash
5330,1149,2088,1,2024-03-31,0.0,Credit Card
5331,1138,2055,3,2024-03-23,0.1,Credit Card
5332,1185,2093,5,2023-03-12,0.0,Credit Card
5333,1184,2092,2,2024-08-12,0.1,Cod
5334,1204,2083,4,2023-05-10,0.1,Credit Card
5335,1259,2084,1,2023-02-12,0.0,Credit Card
5336,1213,2060,3,2024-06-03,0.05,Cod
5337,1255,2116,5,2023-01-13,0.05,Credit Card
5338,1134,2021,5,2024-12-25,0.05,Credit Card
5339,1060,2034,1,2024-09-14,0.05,Credit Card
5340,1362,2100,4,2024-06-18,0.0,Credit Card
5341,1309,2015,2,2023-10-29,0.1,Credit Card
5342,1087,2049,4,2024-06-10,0.1,Cash
5343,1323,2112,4,2024-10-03,0.0,Credit Card
5344,1475,2042,4,2024-07-26,0.05,Cash
5345,1206,2016,1,2023-04-25,0.05,Credit Card
5346,1128,2079,1,2024-04-04,0.0,Credit Card
5347,1310,2057,2,2024-05-19,0.1,Cod
5348,1002,2118,4,2023-11-04,0.0,Cod
5349,1461,2001,1,2023-11-21,0.0,Cash
5350,1421,2003,2,2024-08-01,0.1,Cash
5351,1241,2084,2,2023-06-24,0.0,Credit Card
5352,1120,2038,4,2024-05-28,0.2,Credit Card
5353,1384,2097,3,2023-06-21,0.1,Cash
5354,1101,2093,4,2024-05-16,0.0,Cash
5355,1037,2005,3,2023-11-30,0.1,Credit Card
5356,1340,2080,2,2023-10-11,0.05,Cod
5357,1495,2102,1,2024-04-19,0.0,Cod
5358,1412,2088,5,2023-02-23,0.05,Cash
5359,1132,2068,2,2024-04-02,0.05,Cod
5360,1496,2068,1,2024-08-01,0.05,Cod
5361,1201,2019,2,2024-02-24,0.1,Cod
5362,1347,2063,4,2024-09-05,0.2,Credit Card
5363,1020,2015,3,2024-09-23,0.05,Credit Card
5364,1241,2050,2,2024-12-03,0.0,Cash
5365,1454,2104,1,2024-02-13,0.0,Cash
5366,1450,2036,4,2023-10-31,0.05,Credit Card
5367,1108,2103,5,2024-07-12,0.1,Credit Card
5368,1302,2072,4,2023-08-10,0.0,Credit Card
5369,1083,2068,3,2024-06-16,0.05,Credit Card
5370,1082,2041,4,2023-06-07,0.2,Credit Card
5371,1290,2056,5,2023-12-14,0.2,Credit Card
5372,1451,2065,1,2023-06-08,0.1,Credit Card
5373,1068,2008,2,2023-08-23,0.05,Credit Card
5374,1128,2106,3,2024-10-23,0.1,Credit Card
5375,1195,2099,5,2024-02-09,0.1,Credit Card
5376,1139,2085,3,2023-09-14,0.1,Credit Card
5377,1443,2063,4,2024-11-07,0.05,Credit Card
5378,1282,2085,3,2024-08-11,0.1,Cash
5379,1311,2021,5,2024-08-19,0.2,Credit Card
5380,1233,2033,2,2024-07-11,0.1,Credit Card
5381,1022,2054,2,2023-02-16,0.2,Credit Card
5382,1152,2028,3,2023-08-01,0.2,Cod
5383,1276,2037,1,2024-04-23,0.05,Credit Card
5384,1060,2109,3,2024-05-01,0.1,Credit Card
5385,1318,2096,4,2024-07-24,0.05,Cash
5386,1377,2017,2,2024-07-19,0.2,Credit Card
5387,1051,2070,2,2023-12-08,0.0,Credit Card
5388,1343,2064,2,2024-06-07,0.1,Cod
5389,1152,2096,1,2024-12-04,0.05,Credit Card
5390,1236,2000,1,2024-05-17,0.0,Credit Card
5391,1310,2087,5,2023-01-06,0.1,Credit Card
5392,1301,2003,3,2023-05-24,0.1,Cod
5393,1031,2003,3,2023-09-18,0.05,Cod
5394,1054,2081,4,2024-08-07,0.0,Credit Card
5395,1351,2026,2,2024-11-16,0.05,Credit Card
5396,1388,2042,1,2023-08-20,0.1,Credit Card
5397,1035,2058,4,2023-09-27,0.1,Cod
5398,1109,2031,4,2024-03-22,0.2,Credit Card
5399,1489,2032,1,2023-08-10,0.1,Cod
5400,1176,2027,3,2023-02-21,0.1,Credit Card
5401,1361,2105,2,2023-04-26,0.0,Credit Card
5402,1313,2104,3,2024-06-21,0.0,Credit Card
5403,1294,2054,4,2024-07-18,0.2,Credit Card
5404,1335,2099,2,2024-06-24,0.2,Cod
5405,1096,2059,5,2023-01-19,0.2,Credit Card
5406,1368,2069,4,2024-01-27,0.05,Cod
5407,1212,2061,3,2024-09-20,0.05,Credit Card
5408,1316,2079,3,2024-09-09,0.2,Credit Card
5409,1136,2033,3,2024-02-23,0.05,Cod
5410,1005,2086,1,2023-11-05,0.1,Credit Card
5411,1498,2113,4,2023-07-05,0.2,Cod
5412,1108,2105,2,2023-09-18,0.2,Cod
5413,1034,2087,3,2024-06-11,0.05,Credit Card
5414,1038,2055,3,2023-09-30,0.0,Credit Card
5415,1149,2112,1,2023-06-09,0.2,Cash
5416,1424,2012,2,2023-08-12,0.05,Cod
5417,1117,2055,4,2023-09-13,0.05,Cod
5418,1260,2017,5,2023-06-29,0.0,Credit Card
5419,1425,2053,1,2023-01-20,0.2,Credit Card
5420,1086,2076,4,2024-09-15,0.0,Cash
5421,1464,2112,5,2024-09-23,0.1,Credit Card
5422,1075,2100,3,2024-12-06,0.0,Cash
5423,1470,2042,3,2024-04-12,0.1,Credit Card
5424,1463,2038,2,2024-09-14,0.05,Cash
5425,1450,2060,5,2023-07-29,0.1,Cash
5426,1413,2041,3,2024-05-27,0.1,Credit Card
5427,1312,2080,3,2023-02-27,0.05,Credit Card
5428,1382,2078,2,2023-04-03,0.1,Unknown
5429,1213,2017,4,2023-08-09,0.0,Cod
5430,1456,2022,3,2024-12-23,0.1,Cod
5431,1284,2053,1,2023-08-20,0.1,Cod
5432,1238,2114,1,2023-12-30,0.0,Credit Card
5433,1164,2029,4,2024-09-06,0.0,Cash
5434,1086,2097,5,2024-07-15,0.05,Credit Card
5435,1140,2057,2,2024-01-09,0.05,Credit Card
5436,1159,2067,1,2024-09-13,0.2,Credit Card
5437,1045,2066,1,2024-03-31,0.05,Credit Card
5438,1371,2070,4,2023-03-29,0.0,Cash
5439,1494,2119,5,2023-01-20,0.1,Cod
5440,1111,2017,5,2023-01-14,0.1,Credit Card
5441,1406,2105,4,2023-05-13,0.05,Credit Card
5442,1044,2006,1,2023-02-03,0.05,Cash
5443,1400,2039,2,2023-07-27,0.0,Credit Card
5444,1246,2069,1,2023-07-18,0.1,Credit Card
5445,1103,2085,5,2024-08-14,0.2,Credit Card
5446,1084,2064,1,2024-08-05,0.2,Cod
5447,1449,2067,2,2023-06-04,0.1,Cod
5448,1484,2109,3,2024-08-12,0.2,Cash
5449,1133,2048,1,2023-03-19,0.1,Credit Card
5450,1107,2051,4,2023-06-21,0.2,Cash
5451,1017,2113,3,2023-10-16,0.05,Credit Card
5452,1093,2106,4,2024-06-28,0.0,Credit Card
5453,1149,2028,4,2024-02-24,0.1,Credit Card
5454,1245,2020,4,2023-01-07,0.0,Credit Card
5455,1288,2089,1,2023-06-09,0.1,Credit Card
5456,1413,2077,5,2023-08-28,0.05,Cash
5457,1208,2008,3,2024-02-27,0.2,Cod
5458,1125,2046,2,2024-06-19,0.2,Credit Card
5459,1234,2075,5,2024-12-26,0.1,Credit Card
5460,1415,2041,1,2023-03-11,0.1,Cod
5461,1425,2050,4,2023-08-04,0.05,Credit Card
5462,1498,2055,2,2023-04-14,0.05,Credit Card
5463,1461,2050,3,2024-12-27,0.05,Cod
5464,1121,2069,5,2023-02-23,0.1,Credit Card
5465,1137,2019,5,2023-11-26,0.05,Credit Card
5466,1494,2087,2,2023-07-22,0.1,Cod
5467,1114,2026,1,2023-10-15,0.05,Cod
5468,1419,2037,3,2023-02-14,0.0,Cash
5469,1161,2071,2,2023-07-17,0.0,Cash
5470,1200,2064,4,2023-08-04,0.05,Cod
5471,1233,2053,3,2024-04-25,0.1,Credit Card
5472,1027,2112,5,2023-11-05,0.1,Credit Card
5473,1010,2112,2,2024-03-10,0.2,Cash
5474,1205,2023,5,2023-11-28,0.0,Credit Card
5475,1166,2046,5,2024-11-26,0.2,Credit Card
5476,1246,2070,5,2023-01-27,0.0,Cash
5477,1046,2082,1,2023-06-15,0.1,Credit Card
5478,1245,2085,5,2023-11-14,0.0,Cash
5479,1126,2062,4,2023-10-01,0.0,Credit Card
5480,1146,2056,4,2024-01-18,0.1,Credit Card
5481,1117,2054,3,2023-12-31,0.2,Cash
5482,1398,2059,5,2023-04-13,0.2,Credit Card
5483,1381,2098,5,2024-05-17,0.1,Cash
5484,1411,2061,2,2024-01-08,0.1,Credit Card
5485,1151,2029,1,2024-09-07,0.2,Credit Card
5486,1071,2092,3,2023-09-02,0.05,Unknown
5487,1362,2021,5,2023-06-18,0.05,Cod
5488,1136,2074,2,2024-09-19,0.2,Credit Card
5489,1174,2083,1,2024-10-14,0.0,Credit Card
5490,1288,2028,3,2024-02-22,0.2,Cash
5491,1445,2114,3,2023-12-22,0.1,Cash
5492,1480,2040,5,2024-04-22,0.2,Credit Card
5493,1018,2041,3,2023-05-05,0.0,Cod
5494,1194,2097,2,2024-06-20,0.05,Credit Card
5495,1329,2064,3,2024-12-06,0.2,Credit Card
5496,1423,2030,4,2024-09-03,0.1,Cod
5497,1174,2029,2,2024-02-06,0.1,Credit Card
5498,1489,2111,1,2024-05-31,0.05,Credit Card
5499,1448,2017,1,2024-06-14,0.1,Cod
5500,1412,2118,5,2024-11-12,0.05,Credit Card
5501,1433,2016,5,2023-09-11,0.0,Credit Card
5502,1353,2037,4,2023-05-01,0.2,Credit Card
5503,1498,2013,1,2023-02-01,0.05,Credit Card
5504,1140,2086,1,2024-10-22,0.2,Cash
5505,1245,2088,1,2023-02-06,0.2,Credit Card
5506,1384,2078,1,2024-11-19,0.05,Cod
5507,1417,2109,3,2023-12-08,0.1,Credit Card
5508,1092,2055,2,2023-01-13,0.05,Credit Card
5509,1431,2021,2,2023-07-02,0.2,Credit Card
5510,1238,2066,4,2024-10-18,0.1,Credit Card
